"","Park","EcoSite","EventYear","Plot","EventPanel","Transect","Quadrat","rownumber","S.obs","S.chao1","se.chao1","S.ACE","se.ACE","simpson","shannon","invD"
"25804","PEFO","C",2010,"C20","C","A","4",25804,15,120,56.1540848914841,NA,NA,0.771569712585281,1.74160727552111,4.37770319915801
"25805","PEFO","C",2010,"C20","C","A","5",25805,18,171,74.2430220006532,NA,NA,0.787560738581147,1.83998545973421,4.70722781335773
"25806","PEFO","C",2010,"C20","C","B","1",25806,14,105,50.5077551801041,NA,NA,0.752963698531971,1.74110280276177,4.04798806514442
"25807","PEFO","C",2010,"C20","C","B","2",25807,14,105,50.5077551801041,NA,NA,0.778605725542156,1.76855056772138,4.51682864179223
"25808","PEFO","C",2010,"C20","C","B","3",25808,10,55,30.0340715612362,NA,NA,0.402485876519917,0.880068414769093,1.67360060742285
"25809","PEFO","C",2010,"C20","C","B","4",25809,9,45,25.4911749434976,NA,NA,0.34139431974442,0.773480958601433,1.51835920943156
"25810","PEFO","C",2010,"C20","C","B","5",25810,8,36,21.202725191719,NA,NA,0.39106081390032,0.888324470794708,1.64220011263375
"25811","PEFO","C",2010,"C20","C","C","1",25811,14,105,50.5077551801041,NA,NA,0.681685921385651,1.57098590350564,3.14155127650368
"25812","PEFO","C",2010,"C20","C","C","2",25812,11,66,34.8179790721212,NA,NA,0.803897056328802,1.79314748520199,5.09936251480589
"25813","PEFO","C",2010,"C20","C","C","3",25813,12,78,39.8313753407846,NA,NA,0.788151252929511,1.75904838449368,4.72034889905329
"25814","PEFO","C",2010,"C20","C","C","4",25814,13,91,45.0642398613991,NA,NA,0.764211535700117,1.76744370224511,4.24108958412898
"25815","PEFO","C",2010,"C20","C","C","5",25815,12,78,39.8313753407846,NA,NA,0.584461885708423,1.36661754301796,2.40651811616567
"25816","PEFO","C",2014,"C20","C","A","1",25816,10,55,30.0340715612362,NA,NA,0.7534516765286,1.59204119657991,4.056
"25817","PEFO","C",2014,"C20","C","A","2",25817,9,45,25.4911749434976,NA,NA,0.530223345399904,1.02099710010711,2.12867112532713
"25818","PEFO","C",2014,"C20","C","A","3",25818,11,66,34.8179790721212,NA,NA,0.675158110837629,1.40916157048258,3.07842071285379
"25819","PEFO","C",2014,"C20","C","A","4",25819,11,66,34.8179790721212,NA,NA,0.57244714489429,1.19582739640934,2.33889211136891
"25820","PEFO","C",2014,"C20","C","A","5",25820,10,55,30.0340715612362,NA,NA,0.640710339877032,1.27654210109284,2.78326963168867
"25821","PEFO","C",2014,"C20","C","B","1",25821,9,45,25.4911749434976,NA,NA,0.613145245843602,1.23578098710161,2.58494949139418
"25822","PEFO","C",2014,"C20","C","B","2",25822,8,36,21.202725191719,NA,NA,0.73578231292517,1.47814301724115,3.78475798146241
"25823","PEFO","C",2014,"C20","C","B","3",25823,6,21,13.4562784071759,NA,NA,0.599246480269681,1.14712827224054,2.49529935675408
"25824","PEFO","C",2014,"C20","C","B","4",25824,6,21,13.4562784071759,NA,NA,0.548014773776547,1.04381509730628,2.21246169560776
"25825","PEFO","C",2014,"C20","C","B","5",25825,6,21,13.4562784071759,NA,NA,0.784023668639053,1.60416472027251,4.63013698630137
"25826","PEFO","C",2014,"C20","C","C","1",25826,10,55,30.0340715612362,NA,NA,0.345599112426035,0.792608900749559,1.52811528680418
"25827","PEFO","C",2014,"C20","C","C","2",25827,11,66,34.8179790721212,NA,NA,0.622169779629132,1.16806888094702,2.64669141345662
"25828","PEFO","C",2014,"C20","C","C","3",25828,9,45,25.4911749434976,NA,NA,0.631277392257122,1.14176273810329,2.71206587011701
"25829","PEFO","C",2014,"C20","C","C","4",25829,14,105,50.5077551801041,NA,NA,0.583939137785292,1.1211387419259,2.40349451442503
"25830","PEFO","C",2014,"C20","C","C","5",25830,12,78,39.8313753407846,NA,NA,0.657551020408163,1.34983667829284,2.92014302741359
"25831","PEFO","C",2016,"C20","C","A","1",25831,11,66,34.8179790721212,NA,NA,0.355465615847657,0.827103530747462,1.55150760702262
"25832","PEFO","C",2016,"C20","C","A","2",25832,10,55,30.0340715612362,NA,NA,0.56301058536885,1.078677520408,2.28838495056927
"25833","PEFO","C",2016,"C20","C","A","3",25833,12,78,39.8313753407846,NA,NA,0.557615501558917,1.24686157392512,2.260477036433
"25834","PEFO","C",2016,"C20","C","A","4",25834,9,45,25.4911749434976,NA,NA,0.707517700957934,1.5024841628816,3.4190103239587
"25835","PEFO","C",2016,"C20","C","A","5",25835,9,45,25.4911749434976,NA,NA,0.612408765116871,1.20465412414119,2.58003770467496
"25836","PEFO","C",2016,"C20","C","B","1",25836,9,45,25.4911749434976,NA,NA,0.578661634489766,1.14508364508763,2.37338937504306
"25837","PEFO","C",2016,"C20","C","B","2",25837,10,55,30.0340715612362,NA,NA,0.72943381695861,1.45655286648837,3.6959533847104
"25838","PEFO","C",2016,"C20","C","B","3",25838,9,45,25.4911749434976,NA,NA,0.488640260631001,1.04074592639486,1.9555704585464
"25839","PEFO","C",2016,"C20","C","B","4",25839,11,66,34.8179790721212,NA,NA,0.664176960643493,1.47741487980799,2.97775876817793
"25840","PEFO","C",2016,"C20","C","B","5",25840,12,78,39.8313753407846,NA,NA,0.812584880036216,1.91791618129851,5.33574879227053
"25841","PEFO","C",2016,"C20","C","C","1",25841,8,36,21.202725191719,NA,NA,0.250548082639715,0.579834452385471,1.33430841503774
"25842","PEFO","C",2016,"C20","C","C","2",25842,10,55,30.0340715612362,NA,NA,0.686927297668038,1.43088493736781,3.19414625596986
"25843","PEFO","C",2016,"C20","C","C","3",25843,10,55,30.0340715612362,NA,NA,0.672091365179453,1.25974078712382,3.04962996947996
"25844","PEFO","C",2016,"C20","C","C","4",25844,12,78,39.8313753407846,NA,NA,0.636425218948081,1.22922156225486,2.7504657971786
"25845","PEFO","C",2016,"C20","C","C","5",25845,11,66,34.8179790721212,NA,NA,0.704681289141811,1.50099121818767,3.3861721700397
"25846","PEFO","C",2021,"C20","C","A","1",25846,11,66,34.8179790721212,NA,NA,0.57244714489429,1.19582739640934,2.33889211136891
"25847","PEFO","C",2021,"C20","C","A","2",25847,15,120,56.1540848914841,NA,NA,0.806415682780129,1.97989310614236,5.16570771001151
"25848","PEFO","C",2021,"C20","C","A","3",25848,16,136,61.9962048174298,NA,NA,0.652331790672837,1.6236320973955,2.87630554986689
"25849","PEFO","C",2021,"C20","C","A","4",25849,12,78,39.8313753407846,NA,NA,0.673959183673469,1.45883101413065,3.06710065097646
"25850","PEFO","C",2021,"C20","C","A","5",25850,17,153,68.0277721065285,NA,NA,0.471214823622671,1.2045144308511,1.89112714325869
"25851","PEFO","C",2021,"C20","C","B","1",25851,15,120,56.1540848914841,NA,NA,0.809037900874636,2.030865679878,5.23664122137405
"25852","PEFO","C",2021,"C20","C","B","2",25852,13,91,45.0642398613991,NA,NA,0.749279123414071,1.74074928797746,3.98849913743531
"25853","PEFO","C",2021,"C20","C","B","3",25853,12,78,39.8313753407846,NA,NA,0.526187818877551,1.22747553470187,2.11054092706318
"25854","PEFO","C",2021,"C20","C","B","4",25854,11,66,34.8179790721212,NA,NA,0.642509464575446,1.43010065509971,2.79727685325265
"25855","PEFO","C",2021,"C20","C","B","5",25855,10,55,30.0340715612362,NA,NA,0.569144011446848,1.37118267272763,2.32096112521977
"25856","PEFO","C",2021,"C20","C","C","1",25856,12,78,39.8313753407846,NA,NA,0.45116002379536,1.10306622014519,1.82202471276826
"25857","PEFO","C",2021,"C20","C","C","2",25857,13,91,45.0642398613991,NA,NA,0.818285788974937,1.91832479294522,5.5031469160223
"25858","PEFO","C",2021,"C20","C","C","3",25858,14,105,50.5077551801041,NA,NA,0.843418339117751,2.09863509744137,6.38644394474783
"25859","PEFO","C",2021,"C20","C","C","4",25859,15,120,56.1540848914841,NA,NA,0.714146883243093,1.70435388833434,3.4983001457018
"25860","PEFO","C",2021,"C20","C","C","5",25860,11,66,34.8179790721212,NA,NA,0.41912182452723,0.953221340396672,1.72153136789157
"25861","PEFO","C",2010,"C21","C","A","1",25861,8,36,21.202725191719,NA,NA,0.281525396571062,0.673096857651067,1.39183764495986
"25862","PEFO","C",2010,"C21","C","A","2",25862,9,45,25.4911749434976,NA,NA,0.304390540079015,0.612326547276872,1.43758826988004
"25863","PEFO","C",2010,"C21","C","A","3",25863,9,45,25.4911749434976,NA,NA,0.42527519810678,0.975769834951569,1.7399631905668
"25864","PEFO","C",2010,"C21","C","A","4",25864,12,78,39.8313753407846,NA,NA,0.374154503381987,0.936645222524623,1.59783845278726
"25865","PEFO","C",2010,"C21","C","A","5",25865,12,78,39.8313753407846,NA,NA,0.31722655200215,0.754236952471244,1.46461465795481
"25866","PEFO","C",2010,"C21","C","B","1",25866,8,36,21.202725191719,NA,NA,0.732537376142292,1.49526564919279,3.73884016232491
"25867","PEFO","C",2010,"C21","C","B","2",25867,7,28,17.1846588560844,NA,NA,0.781034970308229,1.65594779829243,4.56693930262592
"25868","PEFO","C",2010,"C21","C","B","3",25868,8,36,21.202725191719,NA,NA,0.741401627218935,1.54514712688781,3.86700035752592
"25869","PEFO","C",2010,"C21","C","B","4",25869,10,55,30.0340715612362,NA,NA,0.7372297651652,1.51696667364971,3.80560606732603
"25870","PEFO","C",2010,"C21","C","B","5",25870,9,45,25.4911749434976,NA,NA,0.793054110301769,1.71698579756403,4.83218101822753
"25871","PEFO","C",2010,"C21","C","C","1",25871,9,45,25.4911749434976,NA,NA,0.606487889273357,1.13723193797106,2.54121785007694
"25872","PEFO","C",2010,"C21","C","C","2",25872,5,15,10.041580220928,NA,NA,0.689189189189189,1.39100835289054,3.21739130434783
"25873","PEFO","C",2010,"C21","C","C","3",25873,5,15,10.041580220928,NA,NA,0.609235947606864,1.09508431506834,2.55908903051791
"25874","PEFO","C",2010,"C21","C","C","4",25874,7,28,17.1846588560844,NA,NA,0.694600634371396,1.3216305728415,3.27440103859318
"25875","PEFO","C",2010,"C21","C","C","5",25875,6,21,13.4562784071759,NA,NA,0.57778316098654,1.10945731483169,2.36845124968623
"25876","PEFO","C",2014,"C21","C","A","1",25876,7,28,17.1846588560844,NA,NA,0.353584323907663,0.796292430564099,1.5469921862742
"25877","PEFO","C",2014,"C21","C","A","2",25877,7,28,17.1846588560844,NA,NA,0.0819130664552782,0.234574866016448,1.08922147071521
"25878","PEFO","C",2014,"C21","C","A","3",25878,7,28,17.1846588560844,NA,NA,0.0819130664552782,0.234574866016448,1.08922147071521
"25879","PEFO","C",2014,"C21","C","A","4",25879,9,45,25.4911749434976,NA,NA,0.24043569781817,0.574008085070198,1.31654423085382
"25880","PEFO","C",2014,"C21","C","A","5",25880,6,21,13.4562784071759,NA,NA,0.476764363761179,0.806034152579297,1.91118480994205
"25881","PEFO","C",2014,"C21","C","B","1",25881,7,28,17.1846588560844,NA,NA,0.246913580246913,0.590187132958569,1.32786885245902
"25882","PEFO","C",2014,"C21","C","B","2",25882,6,21,13.4562784071759,NA,NA,0.4125,0.869217497483112,1.70212765957447
"25883","PEFO","C",2014,"C21","C","B","3",25883,10,55,30.0340715612362,NA,NA,0.502057613168724,0.983699853111999,2.00826446280992
"25884","PEFO","C",2014,"C21","C","B","4",25884,8,36,21.202725191719,NA,NA,0.568396122977062,1.00708188514421,2.31693933543339
"25885","PEFO","C",2014,"C21","C","B","5",25885,9,45,25.4911749434976,NA,NA,0.393667296786389,0.847707925310037,1.64925954793453
"25886","PEFO","C",2014,"C21","C","C","1",25886,6,21,13.4562784071759,NA,NA,0.666666666666667,1.21962426366059,3
"25887","PEFO","C",2014,"C21","C","C","2",25887,4,10,6.97137002317335,NA,NA,0.499485596707819,0.884157660377108,1.99794450154162
"25888","PEFO","C",2014,"C21","C","C","3",25888,7,28,17.1846588560844,NA,NA,0.533650416171225,0.874738336303952,2.1443141254462
"25889","PEFO","C",2014,"C21","C","C","4",25889,6,21,13.4562784071759,NA,NA,0.55682176478537,0.93992019384963,2.25642849883118
"25890","PEFO","C",2014,"C21","C","C","5",25890,7,28,17.1846588560844,NA,NA,0.41225,0.868902936495997,1.70140365801786
"25891","PEFO","C",2016,"C21","C","A","1",25891,10,55,30.0340715612362,NA,NA,0.258930528161297,0.574340346019525,1.34940115333432
"25892","PEFO","C",2016,"C21","C","A","2",25892,7,28,17.1846588560844,NA,NA,0.0750046227810653,0.217976287968164,1.08108648392014
"25893","PEFO","C",2016,"C21","C","A","3",25893,7,28,17.1846588560844,NA,NA,0.112719723183391,0.292190042630077,1.12703959067794
"25894","PEFO","C",2016,"C21","C","A","4",25894,12,78,39.8313753407846,NA,NA,0.361905965880942,0.766844844718434,1.56716713607985
"25895","PEFO","C",2016,"C21","C","A","5",25895,5,15,10.041580220928,NA,NA,0.59646114622235,1.01004002261213,2.47807612733866
"25896","PEFO","C",2016,"C21","C","B","1",25896,10,55,30.0340715612362,NA,NA,0.4618908788005,1.02613098096285,1.85835913312694
"25897","PEFO","C",2016,"C21","C","B","2",25897,7,28,17.1846588560844,NA,NA,0.246913580246913,0.590187132958569,1.32786885245902
"25898","PEFO","C",2016,"C21","C","B","3",25898,10,55,30.0340715612362,NA,NA,0.337709370755998,0.695850390679401,1.50991114149009
"25899","PEFO","C",2016,"C21","C","B","4",25899,11,66,34.8179790721212,NA,NA,0.614456746781888,1.12803788069435,2.59374270371235
"25900","PEFO","C",2016,"C21","C","B","5",25900,7,28,17.1846588560844,NA,NA,0.350692520775623,0.697646322793795,1.5401023890785
"25901","PEFO","C",2016,"C21","C","C","1",25901,5,15,10.041580220928,NA,NA,0.657282390117782,1.17854627408714,2.91785414920369
"25902","PEFO","C",2016,"C21","C","C","2",25902,4,10,6.97137002317335,NA,NA,0.272335535765584,0.578877637874913,1.3742597710225
"25903","PEFO","C",2016,"C21","C","C","3",25903,5,15,10.041580220928,NA,NA,0.204194531003816,0.442229796988331,1.25658849927406
"25904","PEFO","C",2016,"C21","C","C","4",25904,7,28,17.1846588560844,NA,NA,0.25665306122449,0.576405379944429,1.34526685701735
"25905","PEFO","C",2016,"C21","C","C","5",25905,9,45,25.4911749434976,NA,NA,0.725333108449992,1.58212530203514,3.64077371814553
"25906","PEFO","C",2021,"C21","C","A","1",25906,10,55,30.0340715612362,NA,NA,0.44124058660325,0.883434645748847,1.78967902110303
"25907","PEFO","C",2021,"C21","C","A","2",25907,9,45,25.4911749434976,NA,NA,0.596759809750297,1.30413082380242,2.47991153704386
"25908","PEFO","C",2021,"C21","C","A","3",25908,9,45,25.4911749434976,NA,NA,0.319089850398638,0.762944290755584,1.46862254966452
"25909","PEFO","C",2021,"C21","C","A","4",25909,10,55,30.0340715612362,NA,NA,0.351523545706371,0.754228200769418,1.5420760358821
"25910","PEFO","C",2021,"C21","C","A","5",25910,11,66,34.8179790721212,NA,NA,0.584845702987077,1.24188229963206,2.4087429835006
"25911","PEFO","C",2021,"C21","C","B","1",25911,7,28,17.1846588560844,NA,NA,0.452473958333333,1.0185472101665,1.82639714625446
"25912","PEFO","C",2021,"C21","C","B","2",25912,7,28,17.1846588560844,NA,NA,0.300925925925926,0.749187787070981,1.43046357615894
"25913","PEFO","C",2021,"C21","C","B","3",25913,13,91,45.0642398613991,NA,NA,0.653225336518851,1.4978475853783,2.88371702234918
"25914","PEFO","C",2021,"C21","C","B","4",25914,7,28,17.1846588560844,NA,NA,0.699943186429673,1.39396332156618,3.33270219096565
"25915","PEFO","C",2021,"C21","C","B","5",25915,10,55,30.0340715612362,NA,NA,0.759318603474448,1.68434384894891,4.15487035739313
"25916","PEFO","C",2021,"C21","C","C","1",25916,4,10,6.97137002317335,NA,NA,0.58801775147929,0.976714424535156,2.42728904847397
"25917","PEFO","C",2021,"C21","C","C","2",25917,7,28,17.1846588560844,NA,NA,0.246913580246913,0.590187132958569,1.32786885245902
"25918","PEFO","C",2021,"C21","C","C","3",25918,6,21,13.4562784071759,NA,NA,0.228125,0.530211337688588,1.29554655870445
"25919","PEFO","C",2021,"C21","C","C","4",25919,6,21,13.4562784071759,NA,NA,0.24811732065002,0.544304701821771,1.32999472851871
"25920","PEFO","C",2021,"C21","C","C","5",25920,7,28,17.1846588560844,NA,NA,0.53875236294896,1.14305367734559,2.16803278688525
"25921","PEFO","C",2010,"C22","C","A","1",25921,7,28,17.1846588560844,NA,NA,0.481285444234405,0.830511839909014,1.92784256559767
"25922","PEFO","C",2010,"C22","C","A","2",25922,3,6,4.28660704987056,NA,NA,0.499773653236759,0.822944177657237,1.99909502262443
"25923","PEFO","C",2010,"C22","C","A","3",25923,4,10,6.97137002317335,NA,NA,0.329777803197117,0.608746197711959,1.4920424969066
"25924","PEFO","C",2010,"C22","C","A","4",25924,3,6,4.28660704987056,NA,NA,0.0531726445517723,0.136174192751524,1.05615875401762
"25925","PEFO","C",2010,"C22","C","A","5",25925,3,6,4.28660704987056,NA,NA,0.438975450953093,0.651601791753529,1.78245319513886
"25926","PEFO","C",2010,"C22","C","B","1",25926,3,6,4.28660704987056,NA,NA,0.438975450953093,0.651601791753529,1.78245319513886
"25927","PEFO","C",2010,"C22","C","B","2",25927,3,6,4.28660704987056,NA,NA,0.5472,0.917357387831214,2.20848056537102
"25928","PEFO","C",2010,"C22","C","B","3",25928,3,6,4.28660704987056,NA,NA,0.221606648199446,0.445952422313538,1.2846975088968
"25929","PEFO","C",2010,"C22","C","B","4",25929,2,3,2.04124145231932,NA,NA,0.433884297520661,0.625491359725573,1.76642335766423
"25930","PEFO","C",2010,"C22","C","B","5",25930,5,15,10.041580220928,NA,NA,0.307088515879725,0.627980312639956,1.44318577901708
"25931","PEFO","C",2010,"C22","C","C","1",25931,3,6,4.28660704987056,NA,NA,0.197059307759527,0.362905733691659,1.24542199649848
"25932","PEFO","C",2010,"C22","C","C","2",25932,2,3,2.04124145231932,NA,NA,0.5,0.693147180559945,2
"25933","PEFO","C",2010,"C22","C","C","3",25933,5,15,10.041580220928,NA,NA,0.420105871973336,0.828057175637816,1.72445270898487
"25934","PEFO","C",2010,"C22","C","C","4",25934,3,6,4.28660704987056,NA,NA,0.0157785336356764,0.051789288044909,1.01603148699242
"25935","PEFO","C",2010,"C22","C","C","5",25935,6,21,13.4562784071759,NA,NA,0.408038934210987,0.739079477064232,1.68930028982078
"25936","PEFO","C",2014,"C22","C","A","1",25936,4,10,6.97137002317335,NA,NA,0.44399805210616,0.677497377106993,1.79855485001095
"25937","PEFO","C",2014,"C22","C","A","2",25937,3,6,4.28660704987056,NA,NA,0.197059307759527,0.362905733691659,1.24542199649848
"25938","PEFO","C",2014,"C22","C","A","3",25938,2,3,2.04124145231932,NA,NA,0.106799572801709,0.217518571336808,1.11956954962136
"25939","PEFO","C",2014,"C22","C","A","4",25939,3,6,4.28660704987056,NA,NA,0.113488608739895,0.241443743059538,1.12801709020183
"25940","PEFO","C",2014,"C22","C","A","5",25940,2,3,2.04124145231932,NA,NA,0.277777777777778,0.450561208866305,1.38461538461538
"25941","PEFO","C",2014,"C22","C","B","1",25941,2,3,2.04124145231932,NA,NA,0.191326530612245,0.340499778471299,1.23659305993691
"25942","PEFO","C",2014,"C22","C","B","2",25942,4,10,6.97137002317335,NA,NA,0.137827932098766,0.284578967195366,1.1598612820226
"25943","PEFO","C",2014,"C22","C","B","3",25943,3,6,4.28660704987056,NA,NA,0.113488608739895,0.241443743059538,1.12801709020183
"25944","PEFO","C",2014,"C22","C","B","4",25944,2,3,2.04124145231932,NA,NA,0.341796875,0.525321319515595,1.51928783382789
"25945","PEFO","C",2014,"C22","C","B","5",25945,4,10,6.97137002317335,NA,NA,0.202731250943111,0.385165401025254,1.25428219929971
"25946","PEFO","C",2014,"C22","C","C","1",25946,2,3,2.04124145231932,NA,NA,0.165289256198347,0.304636097349238,1.1980198019802
"25947","PEFO","C",2014,"C22","C","C","2",25947,5,15,10.041580220928,NA,NA,0.35393802298498,0.58334923836502,1.54783911695325
"25948","PEFO","C",2014,"C22","C","C","3",25948,4,10,6.97137002317335,NA,NA,0.202731250943111,0.385165401025254,1.25428219929971
"25949","PEFO","C",2014,"C22","C","C","4",25949,1,1,0,NA,NA,0,0,1
"25950","PEFO","C",2014,"C22","C","C","5",25950,5,15,10.041580220928,NA,NA,0.501239967403221,0.809254766784915,2.00497220034559
"25951","PEFO","C",2016,"C22","C","A","1",25951,2,3,2.04124145231932,NA,NA,0.5,0.693147180559945,2
"25952","PEFO","C",2016,"C22","C","A","2",25952,2,3,2.04124145231932,NA,NA,0.341796875,0.525321319515595,1.51928783382789
"25953","PEFO","C",2016,"C22","C","A","3",25953,2,3,2.04124145231932,NA,NA,0.191326530612245,0.340499778471299,1.23659305993691
"25954","PEFO","C",2016,"C22","C","A","4",25954,2,3,2.04124145231932,NA,NA,0.0457763671875,0.11113140431968,1.04797236791608
"25955","PEFO","C",2016,"C22","C","A","5",25955,2,3,2.04124145231932,NA,NA,0.341796875,0.525321319515595,1.51928783382789
"25956","PEFO","C",2016,"C22","C","B","1",25956,2,3,2.04124145231932,NA,NA,0.277777777777778,0.450561208866305,1.38461538461538
"25957","PEFO","C",2016,"C22","C","B","2",25957,3,6,4.28660704987056,NA,NA,0.0935802351310149,0.202941814079165,1.10324160919477
"25958","PEFO","C",2016,"C22","C","B","3",25958,2,3,2.04124145231932,NA,NA,0.0696762955436203,0.15549160008678,1.07489467935715
"25959","PEFO","C",2016,"C22","C","B","4",25959,2,3,2.04124145231932,NA,NA,0.277777777777778,0.450561208866305,1.38461538461538
"25960","PEFO","C",2016,"C22","C","B","5",25960,5,15,10.041580220928,NA,NA,0.208343218169786,0.407280286634664,1.26317366686119
"25961","PEFO","C",2016,"C22","C","C","1",25961,2,3,2.04124145231932,NA,NA,0.0475907198096372,0.114665282202907,1.04996876951905
"25962","PEFO","C",2016,"C22","C","C","2",25962,3,6,4.28660704987056,NA,NA,0.0228308395463145,0.0676583628139363,1.0233642653394
"25963","PEFO","C",2016,"C22","C","C","3",25963,2,3,2.04124145231932,NA,NA,0.0475907198096372,0.114665282202907,1.04996876951905
"25964","PEFO","C",2016,"C22","C","C","4",25964,3,6,4.28660704987056,NA,NA,0.00991312096235264,0.0347958228399346,1.01001237484531
"25965","PEFO","C",2016,"C22","C","C","5",25965,4,10,6.97137002317335,NA,NA,0.27509460332529,0.497220804091661,1.37949035086124
"25966","PEFO","C",2021,"C22","C","A","1",25966,6,21,13.4562784071759,NA,NA,0.608045567817729,1.12525008691825,2.55131698455949
"25967","PEFO","C",2021,"C22","C","A","2",25967,5,15,10.041580220928,NA,NA,0.593208649438111,1.00904779959389,2.45826269073502
"25968","PEFO","C",2021,"C22","C","A","3",25968,4,10,6.97137002317335,NA,NA,0.293503200096607,0.513725282877328,1.41543457824118
"25969","PEFO","C",2021,"C22","C","A","4",25969,4,10,6.97137002317335,NA,NA,0.0604831440418245,0.161037932669951,1.06437685886981
"25970","PEFO","C",2021,"C22","C","A","5",25970,6,21,13.4562784071759,NA,NA,0.527199074074074,0.839331814250235,2.11505507955936
"25971","PEFO","C",2021,"C22","C","B","1",25971,4,10,6.97137002317335,NA,NA,0.230597620335316,0.479083988753338,1.29971004305421
"25972","PEFO","C",2021,"C22","C","B","2",25972,5,15,10.041580220928,NA,NA,0.638250405624662,1.09618485276244,2.76434311343674
"25973","PEFO","C",2021,"C22","C","B","3",25973,4,10,6.97137002317335,NA,NA,0.634041243459526,1.06666206330515,2.73254835996636
"25974","PEFO","C",2021,"C22","C","B","4",25974,8,36,21.202725191719,NA,NA,0.632098765432099,1.19070803885929,2.71812080536913
"25975","PEFO","C",2021,"C22","C","B","5",25975,8,36,21.202725191719,NA,NA,0.506679115196783,0.927852674989042,2.02707817731839
"25976","PEFO","C",2021,"C22","C","C","1",25976,4,10,6.97137002317335,NA,NA,0.185090896052207,0.374185146961836,1.22713072556871
"25977","PEFO","C",2021,"C22","C","C","2",25977,7,28,17.1846588560844,NA,NA,0.382642998027613,0.785141460127646,1.61980830670927
"25978","PEFO","C",2021,"C22","C","C","3",25978,8,36,21.202725191719,NA,NA,0.632098765432099,1.19070803885929,2.71812080536913
"25979","PEFO","C",2021,"C22","C","C","4",25979,5,15,10.041580220928,NA,NA,0.108460899489735,0.274276208951007,1.12165579661919
"25980","PEFO","C",2021,"C22","C","C","5",25980,7,28,17.1846588560844,NA,NA,0.577540585262593,1.07120474384963,2.36709128762483
"25981","PEFO","C",2010,"C23","B","A","1",25981,3,6,4.28660704987056,NA,NA,0.615933412604043,1.02717530918277,2.60371517027864
"25982","PEFO","C",2010,"C23","B","A","2",25982,4,10,6.97137002317335,NA,NA,0.550784908176061,0.939692451053066,2.22610508462599
"25983","PEFO","C",2010,"C23","B","A","3",25983,4,10,6.97137002317335,NA,NA,0.297347711393914,0.611520694159747,1.42317902640549
"25984","PEFO","C",2010,"C23","B","A","4",25984,3,6,4.28660704987056,NA,NA,0.197066326530612,0.414765547817007,1.24543288324067
"25985","PEFO","C",2010,"C23","B","A","5",25985,4,10,6.97137002317335,NA,NA,0.503985923585177,0.846837253862785,2.01607181640484
"25986","PEFO","C",2010,"C23","B","B","1",25986,6,21,13.4562784071759,NA,NA,0.424873989579172,0.796531595151601,1.73874939036105
"25987","PEFO","C",2010,"C23","B","B","2",25987,6,21,13.4562784071759,NA,NA,0.381687810259239,0.789998258316206,1.61730597680642
"25988","PEFO","C",2010,"C23","B","B","3",25988,7,28,17.1846588560844,NA,NA,0.351927437641723,0.722613678935821,1.54303708887334
"25989","PEFO","C",2010,"C23","B","B","4",25989,9,45,25.4911749434976,NA,NA,0.689539391349471,1.45036269886297,3.22102054861862
"25990","PEFO","C",2010,"C23","B","B","5",25990,12,78,39.8313753407846,NA,NA,0.599408168574402,1.36609180875851,2.49630651838623
"25991","PEFO","C",2010,"C23","B","C","1",25991,7,28,17.1846588560844,NA,NA,0.763434903047091,1.63867408778615,4.2271662763466
"25992","PEFO","C",2010,"C23","B","C","2",25992,6,21,13.4562784071759,NA,NA,0.613943555363322,1.18522415328254,2.5902947972831
"25993","PEFO","C",2010,"C23","B","C","3",25993,5,15,10.041580220928,NA,NA,0.187438538377931,0.438818609687646,1.23067613618268
"25994","PEFO","C",2010,"C23","B","C","4",25994,6,21,13.4562784071759,NA,NA,0.452246671597633,0.934879030607218,1.82563929445523
"25995","PEFO","C",2010,"C23","B","C","5",25995,4,10,6.97137002317335,NA,NA,0.634041243459526,1.06666206330515,2.73254835996636
"25996","PEFO","C",2012,"C23","B","A","1",25996,3,6,4.28660704987056,NA,NA,0.315558802045289,0.562634716286576,1.46104589114194
"25997","PEFO","C",2012,"C23","B","A","2",25997,2,3,2.04124145231932,NA,NA,0.0624349635796047,0.142505867392738,1.06659267480577
"25998","PEFO","C",2012,"C23","B","A","3",25998,3,6,4.28660704987056,NA,NA,0.167313206274245,0.341919399011821,1.20093173992303
"25999","PEFO","C",2012,"C23","B","A","4",25999,2,3,2.04124145231932,NA,NA,0.315558802045289,0.562634716286576,1.46104589114194
"26000","PEFO","C",2012,"C23","B","A","5",26000,3,6,4.28660704987056,NA,NA,0.260559190957763,0.517746313432646,1.35237329042639
"26001","PEFO","C",2012,"C23","B","B","1",26001,7,28,17.1846588560844,NA,NA,0.521537913848345,1.12077216267271,2.09002976190476
"26002","PEFO","C",2012,"C23","B","B","2",26002,4,10,6.97137002317335,NA,NA,0.44765649909661,0.868354962104157,1.81046757744853
"26003","PEFO","C",2012,"C23","B","B","3",26003,4,10,6.97137002317335,NA,NA,0.390122873345936,0.730854046882121,1.6396745447501
"26004","PEFO","C",2012,"C23","B","B","4",26004,5,15,10.041580220928,NA,NA,0.496900826446281,0.976529745722777,1.98767967145791
"26005","PEFO","C",2012,"C23","B","B","5",26005,9,45,25.4911749434976,NA,NA,0.778438367023385,1.72058264618683,4.5134168157424
